frequency_hz,Z_mag_ohm,Z_phase_deg,Coherence
21.533203125,8.01483650636739,6.249029593677579,0.9421884835284479
24.224853515625,7.891114962384089,7.421902177098945,0.9861047903090382
26.91650390625,7.931033200122314,8.35591078872286,0.9952959401468083
29.608154296875,7.968080021976356,9.191660709125008,0.9975244574235678
32.2998046875,8.029669505356162,10.221920811808376,0.9986866871331929
34.991455078125,8.10804536250903,11.375424311528866,0.9990954130233601
37.68310546875,8.230615355366997,12.406258664274072,0.9993769121173327
40.374755859375,8.349400238559637,13.489199203014168,0.9994161973583675
43.06640625,8.52383219577176,14.92930203540769,0.9995359829229868
45.758056640625,8.715494376829852,16.26020073906937,0.9992780141163177
48.44970703125,9.000678727810724,17.679238835121577,0.9979772401708725
51.141357421875,9.319048168965992,19.007534097285816,0.998314463331788
53.8330078125,9.734165945497342,20.292845298648665,0.9990184679800618
56.524658203125,10.28736771193843,21.262585727246528,0.9990107475070413
59.21630859375,11.054340632888165,22.047895382195904,0.9984075592381317
61.907958984375,11.977342467121243,21.98078702596597,0.9980402168587614
64.599609375,13.179279113479277,20.356969835213302,0.9979503576268755
67.291259765625,14.515840713828883,17.112169419192792,0.9978524175079252
69.98291015625,15.896593000613414,11.82240933781823,0.9975674093871861
72.674560546875,16.721435798249324,3.996516849013152,0.9973507885818539
75.3662109375,16.768592267505248,-3.7948323053882147,0.9975535445258058
78.057861328125,15.866274106156414,-11.51413844229681,0.9976035692083798
80.74951171875,14.616502890758532,-16.65558739741335,0.9985447170857075
83.441162109375,13.416180375323991,-19.472923508485653,0.9985446287219949
86.1328125,12.292052343611932,-20.962863919886022,0.9989447239787511
88.824462890625,11.459153222598191,-21.278788625625765,0.9990695902920507
91.51611328125,10.78876623629621,-21.094844559442944,0.9992707157656022
94.207763671875,10.289903613374719,-20.393506641620807,0.9993856729005941
96.8994140625,9.876432446904863,-19.656572833547283,0.9995538499122782
99.591064453125,9.566557446834226,-18.79275735721952,0.9994775128836846
102.28271484375,9.305800889165768,-17.90532997634033,0.9994679878104907
104.974365234375,9.073859082699057,-17.050123609940886,0.9994073468412884
107.666015625,8.909153187465034,-16.18183346424297,0.9993580764262011
110.357666015625,8.794675593545175,-15.371885895566706,0.9992699290190739
113.04931640625,8.65474406439874,-14.602865249426207,0.9994463852559895
115.740966796875,8.548895635376399,-13.965112329656478,0.9996176832811857
118.4326171875,8.468113466666829,-13.284714075023242,0.9996797586182455
121.124267578125,8.402929838446463,-12.569719996303228,0.9995781276002338
123.81591796875,8.344882692776629,-11.906672646458972,0.9988857372136368
126.507568359375,8.286993528419833,-11.333959144893033,0.9994280036205345
129.19921875,8.22999314073406,-10.77165294840231,0.9998445375652238
131.890869140625,8.189042092923446,-10.264618220424166,0.9998769744411666
134.58251953125,8.149358292931886,-9.761402101223464,0.9998935755758375
137.274169921875,8.115386333165077,-9.318896504591693,0.9999188481400089
139.9658203125,8.083239804415024,-8.891036220367218,0.999923330637683
142.657470703125,8.056073302448654,-8.479204518423197,0.9999188265323543
145.34912109375,8.036405929817887,-8.081094376412276,0.99990388659201
148.040771484375,8.017383508206002,-7.691734503954369,0.9998810871894876
150.732421875,7.99839865208599,-7.33778280733493,0.9998554727151147
153.424072265625,7.983820237452988,-6.963670773131395,0.9998929505455326
156.11572265625,7.967463930946919,-6.632278514515892,0.9998942078480136
158.807373046875,7.956774494482787,-6.2711810938307595,0.9999127597818847
161.4990234375,7.943548630479366,-5.9658218084351216,0.9999265632695987
164.190673828125,7.9324360339703235,-5.744944177900949,0.9999014537154997
166.88232421875,7.925180677980339,-5.508678979711784,0.9999115321139749
169.573974609375,7.920279400417821,-5.216899570142759,0.9999465121996283
172.265625,7.908136655538511,-4.972955311611631,0.999926376132609
174.957275390625,7.902145449579511,-4.74089980789802,0.999936704290723
177.64892578125,7.896000289437812,-4.518862099906921,0.999934990164906
180.340576171875,7.889208288488847,-4.30548452769163,0.999932058804021
183.0322265625,7.882021490330374,-4.106541267706388,0.999945970759085
185.723876953125,7.879854586808717,-3.884903719663362,0.9999203146327215
188.41552734375,7.8726637504859225,-3.679526881723425,0.9999212309292924
191.107177734375,7.865790568622866,-3.4889282130363797,0.9999352979827922
193.798828125,7.867763365231812,-3.2685197202903153,0.9999157998046542
196.490478515625,7.86830627407322,-3.0306963570540244,0.9997895622770036
199.18212890625,7.865205039916691,-2.849602117814078,0.9981601206453699
201.873779296875,7.862268540857208,-2.6299009174759194,0.99883467780537
204.5654296875,7.854351212447665,-2.498181075424083,0.9998856264284937
207.257080078125,7.849441364323843,-2.32180918992981,0.9998747174501921
209.94873046875,7.847301710610545,-2.1438390432870404,0.9999218797274185
212.640380859375,7.849024567112334,-2.0148042364747045,0.9999467124097494
215.33203125,7.846195652463168,-1.850183003619091,0.9999494132939528
218.023681640625,7.843814234564974,-1.7134836581003616,0.9999397443889844
220.71533203125,7.844948076066558,-1.5772626646208672,0.99991827140144
223.406982421875,7.842237073431927,-1.3844569398956674,0.9999345185016576
226.0986328125,7.834869287774647,-1.1789010043470158,0.9999396695113821
228.790283203125,7.836724742408376,-1.0543327595877319,0.9999215283388119
231.48193359375,7.841888547501059,-0.9573411340871666,0.999923012952647
234.173583984375,7.8388244588998,-0.777582855229451,0.9999180378094968
236.865234375,7.837205224945238,-0.5906844623346916,0.9998729940989827
239.556884765625,7.852184956022885,-0.4418317479074691,0.9998544643303495
